HOG	OG	Gene Tree Parent Clade	GCA_000005845.2	GCA_000025565.1	GCA_000742755.1
N0.HOG0003511	OG0003346	-	b2461 _eutP_ putative ethanolamine utilization acetate kinase EutP		VK055_4716 _eutP2_ ethanolamine utilization protein_ EutP
N0.HOG0003512	OG0003347	-	b2469 _narQ_ sensor histidine kinase NarQ	ECL_03766 nitrate/nitrite sensor protein NarQ	
N0.HOG0003513	OG0003348	-	b2539 _hcaF_ putative 3-phenylpropionate/cinnamate dioxygenase subunit beta		VK055_0612 _benB_ benzoate 1_2-dioxygenase_ small subunit
N0.HOG0003514	OG0003349	-	b2544 _yphB_ putative aldose 1-epimerase YphB		VK055_4630 aldose 1-epimerase family protein
N0.HOG0003515	OG0003350	-	b2549 _yphG_ DUF5107 domain-containing protein YphG		VK055_4628 TPR repeat family protein
N0.HOG0003516	OG0003351	-	b2550 _yphH_ putative DNA-binding transcriptional regulator_ NAGC-like		VK055_4627 ROK family protein
N0.HOG0003517	OG0003352	-	b2562 _yfhL_ putative 4Fe-4S cluster-containing protein YfhL		VK055_4614 4Fe-4S binding domain protein
N0.HOG0003518	OG0003353	-	b2578 _eamB_ cysteine/O-acetylserine exporter EamB		VK055_2333 lysE type translocator family protein
N0.HOG0003519	OG0003354	-	b2602 _yfiL_ DUF2799 domain-containing lipoprotein YfiL	ECL_03933 hypothetical protein	
N0.HOG0003520	OG0003355	-	b2624 _alpA_ DNA-binding transcriptional activator AlpA		VK055_2762 prophage CP4-57 regulatory family protein
N0.HOG0003521	OG0003356	-	b2634 _yfjR_ putative DNA-binding transcriptional regulator YfjR	ECL_03709 regulatory protein DeoR	
N0.HOG0003522	OG0003357	-	b2645 _yfjZ_ putative antitoxin of the YpjF-YfjZ toxin-antitoxin system	ECL_03717 putative antitoxin module of toxin-antitoxin system	
N0.HOG0003523	OG0003358	-	b2659 _glaH_ glutarate dioxygenase GlaH		VK055_2308 taurine catabolism dioxygenase TauD_ TfdA familyprotein
N0.HOG0003524	OG0003359	-	b2660 _lhgD_ L-2-hydroxyglutarate dehydrogenase		VK055_2309 L-2-hydroxyglutarate oxidase
N0.HOG0003525	OG0003360	-	b2663 _gabP_ 4-aminobutanoate_H_+_ symporter		VK055_2312 _gabP_ GABA permease
N0.HOG0003526	OG0003361	-	b2664 _glaR_ DNA-binding transcriptional repressor GlaR		VK055_2313 _ygaE_ csiR transcriptional repressor
N0.HOG0003527	OG0003362	-	b2665 _kbp_ K_+_ binding protein	ECL_04347 hypothetical protein	
N0.HOG0003528	OG0003363	-	b2667 _ygaV_ putative DNA-binding transcriptional regulator YgaV		VK055_4524 transcription activator HlyU
N0.HOG0003529	OG0003364	-	b2683 _ygaH_ L-valine exporter_ YgaH component		VK055_4505 _ygaH_ ygaH L-valine exporter
N0.HOG0003530	OG0003365	-	b2736 _ygbJ_ putative L-threonate dehydrogenase		VK055_0893 _ygbJ_ 3-hydroxyisobutyrate dehydrogenase
N0.HOG0003531	OG0003366	-	b2737 _ygbK_ putative 3-oxo-tetronate kinase YgbK		VK055_0894 putative tRNA synthase
N0.HOG0003532	OG0003367	-	b2738 _ygbL_ putative 3-oxo-tetronate 4-phosphate decarboxylase YgbL		VK055_0895 class II Aldolase and Adducin N-terminal domain protein
N0.HOG0003533	OG0003368	-	b2740 _ygbN_ putative transporter YgbN		VK055_0897 H+ symporter family protein
N0.HOG0003534	OG0003369	-	b2755 _cas1_ multifunctional nuclease Cas1		VK055_0385 _cas1_ CRISPR-associated endonuclease Cas1
N0.HOG0003535	OG0003370	-	b2757 _casD_ type I-E CRISPR system Cascade subunit CasD		VK055_0384 _cas5e_ CRISPR-associated protein Cas5/CasD_ subtype I-E/ECOLI
N0.HOG0003536	OG0003371	-	b2758 _casC_ type I-E CRISPR system Cascade subunit CasC		VK055_0383 _cas7_ CRISPR-associated protein Cas7/Cse4/CasC_ subtype I-E/ECOLI
N0.HOG0003537	OG0003372	-	b2761 _cas3_ CRISPR-associated endonuclease/helicase Cas3		VK055_0379 _cas3_ CRISPR-associated helicase Cas3
N0.HOG0003538	OG0003373	-	b2768 _ygcP_ putative anti-terminator regulatory protein		VK055_2299 glycerol-3-phosphate responsive antiterminator family protein
N0.HOG0003539	OG0003374	-	b3874 _yihN_ putative transporter YihN, b2775 _yqcE_ putative transport protein YqcE		
N0.HOG0003540	OG0003375	-	b2799 _fucO_ L-1_2-propanediol oxidoreductase		VK055_4361 _fucO_ lactaldehyde reductase
N0.HOG0003541	OG0003376	-	b2800 _fucA_ L-fuculose-phosphate aldolase		VK055_4360 _fucA_ L-fuculose phosphate aldolase
N0.HOG0003542	OG0003377	-	b2801 _fucP_ L-fucose_H_+_ symporter		VK055_4359 _fucP_ H+ symporter permease
N0.HOG0003543	OG0003378	-	b2802 _fucI_ L-fucose isomerase		VK055_4358 _fucI_ L-fucose isomerase
N0.HOG0003544	OG0003379	-	b2803 _fucK_ L-fuculokinase		VK055_4357 _fucK_ L-fuculokinase
N0.HOG0003545	OG0003380	-	b2804 _fucU_ L-fucose mutarotase		VK055_4356 _fucU_ L-fucose mutarotase
N0.HOG0003546	OG0003381	-	b2826 _ppdA_ prepilin-type N-terminal cleavage/methylation domain-containing protein PpdA		VK055_4290 putative prepilin peptidase dependent protein A
N0.HOG0003547	OG0003382	-	b2843 _kduI_ 5-dehydro-4-deoxy-D-glucuronate isomerase	ECL_04176 5-keto-4-deoxyuronate isomerase	
N0.HOG0003548	OG0003383	-	b2848 _yqeJ_ protein YqeJ	ECL_04078 putative inner membrane protein	
N0.HOG0003549	OG0003384	-	b2871 _ygeX_ 2_3-diaminopropionate ammonia-lyase		VK055_1524 _dpaL_ diaminopropionate ammonia-lyase
N0.HOG0003550	OG0003385	-	b2900 _yqfB_ N_4_-acetylcytidine amidohydrolase		VK055_4154 hypothetical protein
N0.HOG0003551	OG0003386	-	b4465 _yggP_ putative zinc-binding dehydrogenase YggP		VK055_3072 zinc-binding dehydrogenase family protein
N0.HOG0003552	OG0003387	-	b2941 _yqgD_ DUF2684 domain-containing protein YqgD	ECL_04270 hypothetical protein	
N0.HOG0003553	OG0003388	-	b2957 _ansB_ L-asparaginase 2		VK055_1297 _lanS_ L-asparaginase
N0.HOG0003554	OG0003389	-	b2998 _yghW_ DUF2623 domain-containing protein YghW		VK055_4054 hypothetical protein
N0.HOG0003555	OG0003390	-	b4755 _yqhI_ protein YqhI		VK055_4053 dienelactone hydrolase family protein
N0.HOG0003556	OG0003391	-	b3023 _ygiV_ DNA-binding transcriptional repressor YgiV		VK055_4036 bacterial regulatory helix-turn-helix_ AraC family protein
N0.HOG0003557	OG0003392	-	b3047 _yqiH_ putative fimbrial chaperone YqiH	ECL_04370 putative fimbrial chaperone precursor	
N0.HOG0003558	OG0003393	-	b3049 _glgS_ surface composition regulator		VK055_4018 glycogen synthesis family protein
N0.HOG0003559	OG0003394	-	b3061 _ttdA_ L_+_-tartrate dehydratase subunit alpha		VK055_3837 L-tartrate dehydratase_ &alpha subunit
N0.HOG0003560	OG0003395	-	b3062 _ttdB_ L_+_-tartrate dehydratase subunit beta		VK055_3838 _ttdB_ L-tartrate dehydratase_ beta subunit
N0.HOG0003561	OG0003396	-	b3072 _aer_ aerotaxis receptor	ECL_04457 methyl-accepting chemotaxis sensory transducer	
N0.HOG0003562	OG0003397	-	b3082 _higA_ antitoxin/DNA-binding transcriptional repressor HigA	ECL_03134 putative DNA-binding protein	
N0.HOG0003563	OG0003398	-	b3090 _ygjV_ inner membrane protein		VK055_3950 _ygjV_ inner membrane protein
N0.HOG0003564	OG0003399	-	b3107 _yhaL_ uncharacterized protein YhaL		VK055_3934 hypothetical protein
N0.HOG0003565	OG0003400	-	b3129 _prlF_ antitoxin PrlF	ECL_B010 hypothetical protein	
N0.HOG0003566	OG0003401	-	b3130 _yhaV_ ribosome-dependent mRNA interferase toxin YhaV	ECL_B009 hypothetical protein	
N0.HOG0003567	OG0003402	-	b3136 _agaS_ putative galactosamine-6-phosphate deaminase/isomerase	ECL_04525 tagatose-6-phosphate ketose/aldose isomerase	
N0.HOG0003568	OG0003403	-	b3140 _agaD_ galactosamine-specific PTS enzyme IID component	ECL_04522 N-acetylgalactosamine-specific PTS system transporter subunit IID	
N0.HOG0003569	OG0003404	-	b3186 _rplU_ 50S ribosomal subunit protein L21	ECL_04567 50S ribosomal protein L21	
N0.HOG0003570	OG0003405	-	b3262 _yhdJ_ DNA adenine methyltransferase	ECL_A075 DNA methylase family protein	
N0.HOG0003571	OG0003406	-	b3263 _yhdU_ DUF2556 domain-containing protein YhdU	ECL_04647 putative periplasmic protein	
N0.HOG0003572	OG0003407	-	b3264 _envR_ DNA-binding transcriptional repressor EnvR		VK055_3804 putative transcriptional regulator
N0.HOG0003573	OG0003408	-	b3269 _yhdX_ putative ABC transporter membrane subunit YhdX	ECL_04653 general L-amino acid transport system permease protein	
N0.HOG0003574	OG0003409	-	b3270 _yhdY_ putative ABC transporter membrane subunit YhdY	ECL_04654 general L-amino acid transport system permease protein	
N0.HOG0003575	OG0003410	-	b3271 _yhdZ_ putative ABC transporter ATP-binding subunit YhdZ	ECL_04655 eneral L-amino acid transport system ATP-binding protein	
N0.HOG0003576	OG0003411	-	b4550 _arfA_ alternative ribosome-rescue factor A	ECL_04668 putative cytoplasmic protein	
N0.HOG0003577	OG0003412	-	b3297 _rpsK_ 30S ribosomal subunit protein S11	ECL_04674 30S ribosomal protein S11	
N0.HOG0003578	OG0003413	-	b3299 _rpmJ_ 50S ribosomal subunit protein L36	ECL_04676 ribosomal protein L36	
N0.HOG0003579	OG0003414	-	b3311 _rpsQ_ 30S ribosomal subunit protein S17	ECL_04688 30S ribosomal protein S17	
N0.HOG0003580	OG0003415	-	b3323 _gspA_ Type II secretion system protein GspA	ECL_02801 _gspA_ general secretion pathway protein A	
N0.HOG0003581	OG0003416	-	b3329 _gspH_ Type II secretion system protein GspH	ECL_02794 _gspH_ general secretion pathway protein H	
N0.HOG0003582	OG0003417	-	b3362 _yhfG_ DUF2559 domain-containing protein YhfG		VK055_3726 hypothetical protein
N0.HOG0003583	OG0003418	-	b3369 _yhfL_ DUF4223 domain-containing lipoprotein YhfL	ECL_04745 putative outer membrane lipoprotein	
N0.HOG0003584	OG0003419	-	b3374 _frlD_ fructoselysine 6-kinase		VK055_2804 pfkB carbohydrate kinase family protein
N0.HOG0003585	OG0003420	-	b3379 _php_ putative hydrolase		VK055_0763 resiniferatoxin-binding_ phosphotriesterase-related protein
N0.HOG0003586	OG0003421	-	b3392 _hofP_ DNA utilization protein HofP	ECL_04755 pilus assembly protein HofP	
N0.HOG0003587	OG0003422	-	b3393 _hofO_ DNA utilization protein HofO	ECL_04756 pilus assembly protein HofO	
N0.HOG0003588	OG0003423	-	b3402 _yhgE_ putative transport protein YhgE	ECL_04765 putative inner membrane protein	
N0.HOG0003589	OG0003424	-	b3434 _yhgN_ MarC family putative inner membrane protein YhgN	ECL_04797 putative dITP- and XTP- hydrolase	
N0.HOG0003590	OG0003425	-	b3442 _yhhZ_ putative endonuclease YhhZ		VK055_0387 hypothetical protein
N0.HOG0003591	OG0003426	-	b3475 _acpT_ holo-[acyl carrier protein] synthase 2	ECL_04856 holo-_acyl carrier protein_ synthase 2	
N0.HOG0003592	OG0003427	-	b3476 _nikA_ Ni_2_+__ ABC transporter periplasmic binding protein		VK055_3620 _nikA_ nickel ABC transporter_ nickel/metallophore periplasmic binding protein
N0.HOG0003593	OG0003428	-	b3479 _nikD_ Ni_2_+__ ABC transporter ATP binding subunit NikD		VK055_3617 ABC transporter family protein
N0.HOG0003594	OG0003429	-	b3480 _nikE_ Ni_2_+__ ABC transporter ATP binding subunit NikE		VK055_3616 _nikE3_ nickel import ATP-binding protein NikE
N0.HOG0003595	OG0003430	-	b3481 _nikR_ DNA-binding transcriptional repressor NikR		VK055_3615 _nikR_ nickel-responsive transcriptional regulator NikR
N0.HOG0003596	OG0003431	-	b3486 _rbbA_ ribosome-associated ATPase		VK055_2692 _ccmA9_ heme ABC exporter_ ATP-binding protein CcmA
N0.HOG0003597	OG0003432	-	b3507 _dctR_ putative DNA-binding transcriptional regulator DctR, b3512 _gadE_ DNA-binding transcriptional activator GadE		
N0.HOG0003598	OG0003433	-	b3508 _yhiD_ inner membrane protein YhiD		VK055_0668 _mgtC_ mg2+ transport protein
N0.HOG0003599	OG0003434	-	b3510 _hdeA_ periplasmic acid stress chaperone HdeA		VK055_4183 hdeA/HdeB family protein
N0.HOG0003600	OG0003435	-	b3575 _yiaK_ 2_3-diketo-L-gulonate reductase	ECL_00191 2_3-diketo-L-gulonate reductase	
N0.HOG0003601	OG0003436	-	b3576 _yiaL_ DUF386 domain-containing protein YiaL	ECL_00190 hypothetical protein	
N0.HOG0003602	OG0003437	-	b3578 _yiaN_ 2_3-diketo-L-gulonate_Na_+_ symporter - membrane subunit	ECL_04834 TRAP dicarboxylate transporter_ DctM subunit	
N0.HOG0003603	OG0003438	-	b3579 _yiaO_ 2_3-diketo-L-gulonate_Na_+_ symporter - periplasmic binding protein	ECL_04832 TRAP dicarboxylate transporter_ DctP subunit	
N0.HOG0003604	OG0003439	-	b3581 _sgbH_ 3-keto-L-gulonate-6-phosphate decarboxylase SgbH	ECL_00186 3-keto-L-gulonate-6-phosphate decarboxylase	
N0.HOG0003605	OG0003440	-	b3582 _sgbU_ putative L-xylulose 5-phosphate 3-epimerase	ECL_00185 putative hexulose-6-phosphate isomerase	
N0.HOG0003606	OG0003441	-	b3583 _sgbE_ L-ribulose-5-phosphate 4-epimerase SgbE	ECL_00184 hypothetical protein	
N0.HOG0003607	OG0003442	-	b3584 _yiaT_ outer membrane protein YiaT	ECL_00179 hypothetical protein	
N0.HOG0003608	OG0003443	-	b3585 _yiaU_ putative DNA-binding transcriptional regulator YiaU	ECL_00178 LysR family transcriptional regulator	
N0.HOG0003609	OG0003444	-	b4554 _yibT_ protein YibT		VK055_3526 hypothetical protein
N0.HOG0003610	OG0003445	-	b3622 _waaL_ O-antigen ligase	ECL_00135 hypothetical protein	
N0.HOG0003611	OG0003446	-	b4795 _yibX_ protein YibX, b4795 _yibX_ protein YibX-S		
N0.HOG0003612	OG0003447	-	b3645 _dinD_ DNA damage-inducible protein D		VK055_3376 putative dNA-damage-inducible protein D
N0.HOG0003613	OG0003448	-	b3674 _yidF_ uncharacterized protein YidF		VK055_3383 putative dNA-binding transcriptional regulator
N0.HOG0003614	OG0003449	-	b3678 _yidJ_ putative sulfatase/phosphatase YidJ		VK055_4677 type I phosphodiesterase / nucleotide pyrophosphatase family protein
N0.HOG0003615	OG0003450	-	b3703 _rpmH_ 50S ribosomal subunit protein L34	ECL_05166 50S ribosomal protein L34	
N0.HOG0003616	OG0003451	-	b3704 _rnpA_ RNase P protein component	ECL_05165 ribonuclease P	
N0.HOG0003617	OG0003452	-	b3719 _yieL_ putative hydrolase YieL		VK055_3348 esterase family protein
N0.HOG0003618	OG0003453	-	b3720 _bglH_ carbohydrate-specific outer membrane porin_ cryptic		VK055_3347 lamB porin family protein
N0.HOG0003619	OG0003454	-	b3722 _bglF_ beta-glucoside specific PTS enzyme II/BglG kinase/BglG phosphatase		VK055_4945 PTS system_ beta-glucoside-specific IIABC component family protein
N0.HOG0003620	OG0003455	-	b3723 _bglG_ transcriptional antiterminator BglG		VK055_4944 PRD domain protein
N0.HOG0003621	OG0003456	-	b4482 _yigE_ DUF2233 domain-containing protein YigE		VK055_1977 hypothetical protein
N0.HOG0003622	OG0003457	-	b3836 _tatA_ twin arginine protein translocation system - TatA protein	ECL_04959 _tatA_ sec-independent protein translocase protein TatA	
N0.HOG0003623	OG0003458	-	b4686 _yshB_ uncharacterized protein YshB	ECL_05114 hypothetical protein	
N0.HOG0003624	OG0003459	-	b3875 _ompL_ putative outer membrane porin L	ECL_05109 putative Porin	
N0.HOG0003625	OG0003460	-	b3878 _yihQ_ sulfoquinovosidase	ECL_05106 alpha-glucosidase	
N0.HOG0003626	OG0003461	-	b3880 _yihS_ sulfoquinovose isomerase	ECL_05105 N-acylglucosamine 2-epimerase	
N0.HOG0003627	OG0003462	-	b3881 _yihT_ 6-deoxy-6-sulfofructose-1-phosphate aldolase	ECL_05104 putative aldolase	
N0.HOG0003628	OG0003463	-	b3882 _yihU_ 3-sulfolactaldehyde reductase	ECL_05103 3-hydroxyisobutyrate dehydrogenase family protein	
N0.HOG0003629	OG0003464	-	b3890 _yiiF_ protein YiiF		VK055_3287 ribbon-helix-helix_ copG family protein
N0.HOG0003630	OG0003465	-	b3922 _yiiS_ DUF406 domain-containing protein YiiS		VK055_0571 hypothetical protein
N0.HOG0003631	OG0003466	-	b3943 _yijE_ cystine exporter		VK055_3236 eamA-like transporter family protein
N0.HOG0003632	OG0003467	-	b3951 _pflD_ putative formate acetyltransferase 2		VK055_1470 _dhaB1_ glycerol dehydratase
N0.HOG0003633	OG0003468	-	b3952 _pflC_ putative pyruvate formate-lyase 2 activating enzyme PflC		VK055_1471 glycyl-radical enzyme activating family protein
N0.HOG0003634	OG0003469	-	b4002 _zraP_ signaling pathway modulator ZraP		VK055_3090 heavy-metal resistance family protein
N0.HOG0003635	OG0003470	-	b4003 _zraS_ sensor histidine kinase ZraS		VK055_3089 his Kinase A domain protein
N0.HOG0003636	OG0003471	-	b4023 _yjbD_ DUF3811 domain-containing protein YjbD		VK055_3065 hypothetical protein
N0.HOG0003637	OG0003472	-	b4026 _yjbE_ uncharacterized protein YjbE	ECL_00278 hypothetical protein	
N0.HOG0003638	OG0003473	-	b4081 _mdtO_ putative multidrug efflux pump subunit MdtO		VK055_4221 fusaric acid resistance protein-like family protein
N0.HOG0003639	OG0003474	-	b4082 _mdtN_ putative multidrug efflux pump membrane fusion protein		VK055_4222 putative membrane fusion protein of efflux pump
N0.HOG0003640	OG0003475	-	b4622 _ytcA_ putative lipoprotein YtcA		VK055_4223 hypothetical protein
N0.HOG0003641	OG0003476	-	b4090 _rpiB_ allose-6-phosphate isomerase/ribose-5-phosphate isomerase B		VK055_1338 _rpiB_ ribose 5-phosphate isomerase B
N0.HOG0003642	OG0003477	-	b4106 _phnC_ phosphonate/phosphate ABC transporter ATP binding subunit	ECL_00362 phosphonate/organophosphate ester transporter subunit PhnC	
N0.HOG0003643	OG0003478	-	b4109 _rdcA_ regulator of diguanylate cyclase RdcA	ECL_00365 hypothetical protein	
N0.HOG0003644	OG0003479	-	b4110 _rdcB_ regulator of diguanylate cyclase RdcB	ECL_00366 hypothetical protein	
N0.HOG0003645	OG0003480	-	b4118 _melR_ DNA-binding transcriptional dual regulator MelR		VK055_2962 cupin domain protein
N0.HOG0003646	OG0003481	-	b4119 _melA_ alpha-galactosidase		VK055_2961 family 4 glycosyl hydrolase C-terminal domain protein
N0.HOG0003647	OG0003482	-	b4120 _melB_ melibiose_H_+_/Na_+_/Li_+_ symporter		VK055_2960 _gph4_ sugar _Glycoside-Pentoside-Hexuronide_ transporter domain protein
N0.HOG0003648	OG0003483	-	b4133 _cadC_ DNA-binding transcriptional activator CadC		VK055_2053 cadC transcriptional activator
N0.HOG0003649	OG0003484	-	b4144 _yjeI_ DUF4156 domain-containing lipoprotein YjeI	ECL_00545 putative outer membrane lipoprotein	
N0.HOG0003650	OG0003485	-	b4145 _yjeJ_ protein YjeJ		VK055_2924 hypothetical protein
N0.HOG0003651	OG0003486	-	b4411 _ecnB_ bacteriolytic entericidin B lipoprotein	ECL_00549 entericidin B membrane lipoprotein	
N0.HOG0003652	OG0003487	-	b4150 _ampC_ beta-lactamase	ECL_00553 _ampC_ class C beta-lactamase	
N0.HOG0003653	OG0003488	-	b4201 _priB_ primosomal replication protein N	ECL_00595 primosomal replication protein N	
N0.HOG0003654	OG0003489	-	b4204 _yjfZ_ DUF2686 domain-containing protein YjfZ, b4325 _yjiC_ DUF2686 domain-containing protein YjiC		
N0.HOG0003655	OG0003490	-	b4248 _yjgH_ RutC family protein YjgH	ECL_03321 endoribonuclease L-PSP family protein	
N0.HOG0003656	OG0003491	-	b4251 _bdcR_ putative transcriptional regulator BdcR		VK055_1086 bacterial regulatory_ tetR family protein
N0.HOG0003657	OG0003492	-	b4304 _sgcC_ putative PTS enzyme IIC component SgcC		VK055_2303 PTS system sugar-specific permease component family protein
N0.HOG0003658	OG0003493	-	b4327 _hypT_ DNA-binding transcriptional dual regulator HypT		VK055_0170 putative transcriptional regulator LYSR-type
N0.HOG0003659	OG0003494	-	b4329 _yjiG_ Gate family protein YjiG	ECL_00543 hypothetical protein	
N0.HOG0003660	OG0003495	-	b4330 _yjiH_ uncharacterized protein YjiH	ECL_00544 hypothetical protein	
N0.HOG0003661	OG0003496	-	b4715 _ytiA_ uncharacterized protein YtiA		VK055_2677 hypothetical protein
N0.HOG0003662	OG0003497	-	b4334 _yjiL_ putative ATPase_ activator of _R_-hydroxyglutaryl-CoA dehdratase		VK055_2675 putative CoA-substrate-specific enzyme activase domain protein
N0.HOG0003663	OG0003498	-	b4335 _yjiM_ putative dehydratase subunit		VK055_2674 2-hydroxyglutaryl-CoA dehydratase_ D-component family protein
N0.HOG0003664	OG0003499	-	b4346 _mcrB_ McrBS, b4346 _mcrB_ 5-methylcytosine-specific restriction enzyme subunit McrB		
N0.HOG0003665	OG0003500	-	b4357 _lgoR_ putative DNA-binding transcriptional regulator LgoR		VK055_2635 putative DNA-binding transcriptional regulator
N0.HOG0003666	OG0003501	-	b4379 _yjjW_ putative glycyl-radical enzyme activating enzyme YjjW	ECL_00791 radical SAM domain-containing protein	
N0.HOG0003667	OG0003502	-	b4380 _yjjI_ DUF3029 domain-containing protein YjjI	ECL_00792 hypothetical protein	
N0.HOG0003668	OG0003503	-	b4398 _creB_ DNA-binding transcriptional regulator CreB		VK055_2578 transcriptional regulatory_ C terminal family protein
N0.HOG0003669	OG0003504	-	b4399 _creC_ sensory histidine kinase CreC		VK055_2577 HAMP domain protein
N0.HOG0003670	OG0003505	-	b4400 _creD_ putative inner membrane protein CreD		VK055_2576 inner membrane CreD family protein
N0.HOG0003671	OG0003506	-		ECL_00028 putative integral membrane protein	VK055_3388 eamA-like transporter family protein
N0.HOG0003672	OG0003507	-		ECL_00029 GCN5-related N-acetyltransferase	VK055_3389 acetyltransferase family protein
N0.HOG0003673	OG0003508	-		ECL_00041 putative transcriptional regulator	VK055_2683 bacterial regulatory helix-turn-helix_ lysR family protein
N0.HOG0003674	OG0003509	-		ECL_00053 _eefC_ multidrug efflux transport outer membrane protein EefC	VK055_3425 putative efflux pump outer membrane protein ttgC
